"Extension","Function","OS","Description","Recommendation","Resources","File_Samples"
"rar","Phishing | File Archiver","Windows | Mac | Linux","RAR files are archived files having multiple files inside. It also compresses the files inside. It is often used by attackers to deliver malware.","Monitor RAR files that are delivered as email attachments especially if they are encrypted.","https://research.checkpoint.com/2019/extracting-code-execution-from-winrar/"
"reg","Double Click","Windows","REG or Registry files are used to create or add or remove entries from the Windows Registry.","Block the download and execution of all REG files."
"rtf","Phishing | Double Click","Windows | Mac | Linux","RTF or Rich Text Format is a text document that allows for added rich text features such as bolding text. RTF files have been used to exploit zero day vulnerabilities and other known vulnerabilities such as CVE-2018-0802.","Ensure the latest version of RTF viewer (e.g. Microsoft Word) is always installed.","https://www.mcafee.com/blogs/other-blogs/mcafee-labs/an-inside-look-into-microsoft-rich-text-format-and-ole-exploits/ https://neil-fox.github.io/RTF-Analysis-&-Lokibot/"
"scf","Phishing","Windows","SCF or Shell Command Files are Windows Explorer Command files that can be used to to launch commands by Windows Explorer. They have been used before by attackers to steal credentials.","Block the download and execution of SCF files.","https://www.bleepingcomputer.com/news/security/you-can-steal-windows-login-credentials-via-google-chrome-and-scf-files/ https://blog.malwarebytes.com/cybercrime/2017/05/smb-and-scf-another-good-reason-to-disable-superfluous-protocols/"
"scpt","Executable | Script","Mac","An SCPT file is a compiled script created with Apple's Script Editor. It is written in AppleScript is an automation scripting language used by Mac computers. SCPT files may be written manually or generated by recording actions.","Block the execution of SCPT files.","https://www.sentinelone.com/labs/fade-dead-adventures-in-reversing-malicious-run-only-applescripts/"
"scr","Executable | Double Click","Windows","SCR or Screen Saver files are used by Windows for graphical screen savers.","Block the download and execution of all SCR files.","https://blog.malwarebytes.com/cybercrime/2014/11/rogue-scr-file-links-circulating-in-steam-chat/"
"sct","Script","Windows","SCT files are used to create a Component Object Model (COM) program. It can use scripting languages such as VBScript.","Block the download and execution of SCT files.","https://www.socinvestigation.com/malware-entries-on-sct-files-in-windows/"
"searchConnector-ms","Phishing","Windows","Search Connector files are used to connect users with data stored in remote locations and are similar to the aforementioned library-ms file. The Search Connector file format also allows an icon to be used to customise how the connector is displayed. This can be hosted on a remote URI such as our Farmer WebDAV server by using the iconReference XML tag. Simply opening a folder containing the .searchConnector-ms file will again force explorer to authenticate and that would be used for NTLMhash harvesting.","“DisableThumbnailsOnNetworkFolders” and “DisableThumbnails” group policy settings.","https://www.mdsec.co.uk/2021/02/farming-for-red-teams-harvesting-netntlm/"
"service","Executable | Script","Linux","Each .timer file must have a corresponding .service file with the same name e.g. example.timer and example.service. .service files are Systemd Service unit files that are managed by the systemd system and service manager.","Monitor the use of .service file","https://attack.mitre.org/techniques/T1053/006/"
"settingcontent-ms","Phishing | Double Click | Executable","Windows","SETTINGCONTENT-MS are XML formatted files introduced in Windows 8 that are used to create shortcuts to different setting pages. They can be used to launch executables on Windows machines. They can be embedded in Microsoft Office programs (fixed in CVE-2018–8414) and PDF files.","Block execution of SETTINGCONTENT-MS files outside of “C:\Windows\ImmersiveControlPanel” path.","https://posts.specterops.io/the-tale-of-settingcontent-ms-files-f1ea253e4d39 https://www.proofpoint.com/us/threat-insight/post/ta505-abusing-settingcontent-ms-within-pdf-files-distribute-flawedammyy-rat"
"sh","Executable | Script | Double Click","Linux","A .sh file is a shell script file used to execute commands in a terminal.","Monitor .sh files"
"sldm","Phishing | Double Click | Macros","Windows | Mac","SLDM is a Microsoft Macro-Enabled slide file. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from PowerPoint's settings."
"slk","Phishing | Double Click | Macros","Windows | Mac","SLK or Symbolic Link Files are older version of Excel files which rarely have any legitmate uses.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://blog.knowbe4.com/new-spear-phishing-campaign-targets-27-famous-brands-with-malicious-slk-files https://www.avanan.com/blog/sylkin-attack-bypassing-microsoft-365-security-risking-users"
"so","Executable","Linux","A ".so" ("Shared Object") file is a compiled library file. The analogous to Windows is ".DLL".","Block unknown ".so" files"
"svg","Phishing | Script | Double Click","Windows | Mac","SVG files are two dimensional vector graphics created using XML. SVG files are usually launched via the default browser upon being double clicked. They can also contain JavaScript making them dangerous.","Change the default application for SVG files to a text editor such as Notepad. If feasible block SVG files at the email gateway.","https://blog.filestack.com/api/stop-malicious-code-from-infiltrating-svg-files https://www.bleepingcomputer.com/news/security/svg-image-format-set-for-wider-adoption-in-malware-distribution/"
"tar","Phishing | Double Click | File Archiver","Windows | Linux | Mac","A TAR file is an archive created by tar. A Unix-based utility used to package files together for backup or distribution purposes. It contains multiple files stored in an uncompressed format along with metadata about the archive. These files are capable of carrying malicious executables inside them. A .tar can contain a malicious executable but it can not be opened with vanilla Windows. Archiving software like the popular WinZip has to be installed for the user to be able to open the .tar files/attachments.","Common email providers do not block tar attachments but there is little legitimate need for them to be delivered through mail. Block the attachments via email gateway. Also in case of business need. Open each of these file type with care.","https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/another-archive-format-smuggling-malware https://isc.sans.edu/forums/diary/Malicious+tar+Attachments/24496/","https://otx.alienvault.com/indicator/file/e31107cce2aa0dcf8b8c064efeacad5508c69d29"
"theme","Phishing | Double Click","Windows","THEME files are used by Windows machines to customize desktop themes. They have been previously used by attackers to steal credentials because they often bypass antivirus detection.","Block the download and execution of THEME files.","https://www.bleepingcomputer.com/news/microsoft/windows-10-themes-can-be-abused-to-steal-windows-passwords/"
"themepack","Phishing | Double Click","Windows","THEMEPACK files are used by Windows machines to customize desktop themes. They have been previously used by attackers to steal credentials because they often bypass antivirus detection.","Block the download and execution of THEMEPACK files.","https://www.bleepingcomputer.com/news/microsoft/windows-10-themes-can-be-abused-to-steal-windows-passwords/"
"timer","Executable","Linux","Adversaries may abuse systemd timers to perform task scheduling for initial or recurring execution of malicious code. Systemd timers are unit files with file extension .timer that control services.","Monitor the use of ".timer" files","https://attack.mitre.org/techniques/T1053/006/"
"url","Phishing | Double Click","Windows","URL files are shortcuts for the browser and can be used to open a URL. Just like LNKs. URL files can include an icon to display for the file and that can be leveraged for NetNTLM hash harvesting.","“DisableThumbnailsOnNetworkFolders” and “DisableThumbnails” group policy settings.","https://www.mdsec.co.uk/2021/02/farming-for-red-teams-harvesting-netntlm/ https://cofense.com/latest-software-functionality-abuse-url-internet-shortcut-files-abused-deliver-malware/"
"uue","Phishing | Double Click | File Archiver","Windows","UUE file extension converts binary files to text format for easy transfer while still allowing for the files to be easily opened using Winzip or similar un-archiving applications. Normally is distributed via email with .zip or similar files inside. APT-C-36 has used this technique.","Show extensions and open with compression software. Monitor UUE files that are delivered as email attachments","https://cofense.com/nanocore-variant-delivered-uue-files/","https://www.virustotal.com/gui/file/0fabd3ac7b664d5354c67578609eef24e157eadb64eee56866883ed92fc5153a/detection https://www.virustotal.com/gui/file/cd3569e737597342cfd6a33a597f23767dcd07208661826811ad433e0736960b/detection https://www.virustotal.com/gui/file/dfefcec1eb7e60582c9993879a6ac275d8bc0905e19fbf60f0ca5da7222c6a62/detection"
"vb","Executable | Script","Windows","VB or Visual Basic is a script written in VBScript. It can be used to execute code on the machine.","Block the execution of all VB files.","https://isc.sans.edu/forums/diary/Quick+Malicious+VBS+Analysis/25430/"
"vbe","Executable | Script | Double Click","Windows","VBE or Visual Basic Encoded Script is a script written in VBScript. It can be used to execute code on the machine.","Block the execution of all VBE files. Alternatively change the default application for VBE files to a text editor such as Notepad.","https://securelist.com/wave-of-vbe-files-leading-to-financial-fraud/71753/"
"vbs","Executable | Script | Double Click","Windows",
"vhd","File Archiver","Windows","VBS or Visual Basic Script is a script written in VBScript. It can be used to execute code on the machine.","Block the execution of all VBS files. Alternatively change the default application for VBS files to a text editor such as Notepad."
"vhdx","File Archiver","Windows","A VHD or Virtual Hard Disk extension is a disk image file format which stores the content of a virtual machine.","Block VHD files that are delivered through email.","https://insights.sei.cmu.edu/blog/the-dangers-of-vhd-and-vhdx-files/"
"wbk","Phishing | Double Click | Macros","Windows","WBK is a Microsoft Word Backup Document. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Word's settings.","https://www.hybrid-analysis.com/sample/bb0ffc8cd1fc4d83510ae0f5d6de5fa471c49067dd4479307ef5321883660b6f/5e9f3622f76b203f855a418c"
"website","Phishing | Double Click","Windows","WEBSITE is an Internet Explorer Pinned Site Shortcut which is similiar to URL files.","Block the download and execution of WEBSITE files.","https://cofense.com/latest-software-functionality-abuse-url-internet-shortcut-files-abused-deliver-malware/"
"wim","Phishing | Executable | File Archiver","Windows","The Windows Imaging Format (WIM) is a file-based disk image format. It was developed by Microsoft to help deploy Windows Vista and subsequent versions of the Windows operating system family as well as Windows Fundamentals for Legacy PCs. WIM file may includes several images. With PowerISO you can open an WIM file and extract files from the WIM file. These image file types can contain malicious executables.","Common email providers do not block wim attachments but there is little legitimate need for them to be delivered through mail. Block the attachments via email gateway. Also open any of these file types with care as they can contain malicious executable files.","https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/another-archive-format-smuggling-malware/","https://www.virustotal.com/gui/file/3a1c7d46f9311ccc1222fb1a7309bdeabdd8a337bdf165a83cd03311a16d4389/detection"
"wiz","Phishing","Windows | Mac","WIZ or Microsoft Wizard File are used by the Microsoft Office suite.","Disable macros via GPO and whitelist the users that are permitted to run macros.","https://www.trendmicro.com/vinfo/hk-en/security/news/cybercrime-and-digital-threats/spam-campaign-delivers-malware-via-wiz-targets-banks"
"ws","Executable | Script","Windows","WS or Windows Script file contains scripting languages such as JScript.","Block the download and execution of WS files.","https://www.bleepingcomputer.com/news/security/new-wsh-rat-malware-targets-bank-customers-with-keyloggers/"
"wsf","Executable | Script | Double Click","Windows","WSF is a Windows Script file that contains scripting languages such as JScript.","Block the download and execution of all WSF files. Alternatively change the default application for WSH files to a text editor such as Notepad.","https://bestsecuritysearch.com/malicious-wsf-files-zip-archives-malware/"
"wsh","Executable | Script | Double Click","Windows","WSH is a Windows Script file that contains scripting languages such as JScript.","Block the download and execution of all WSH files. Alternatively change the default application for WSH files to a text editor such as Notepad.","https://www.bleepingcomputer.com/news/security/new-wsh-rat-malware-targets-bank-customers-with-keyloggers/"
"xlam","Executable | Phishing | Doubleclick | Macros","Windows | Mac","A file with the XLAM file extension is an Excel Macro-Enabled Add-In file that's used to add new functions to Excel. Similar to other spreadsheet file formats. XLAM files contain cells that are divided into rows and columns that can contain text & formulas & charts & images & and more. Like Excel's XLSM and XLSX file formats. XLAM files are XML-based and saved with ZIP compression to reduce the overall size. Along with cybercrime groups. APTs like transparent tribe have been found leveraging .xlam file types to target their victims.","Manage trusted locations (to an absolute minimum) and monitor remaining. Disable macros via GPO and whitelist the users that are permitted to run macros. For end-users turn off macros from Excel's settings.","https://outflank.nl/blog/2021/12/09/a-phishing-document-signed-by-microsoft https://bazaar.abuse.ch/browse/tag/xlam/ https://blog.talosintelligence.com/2021/05/transparent-tribe-infra-and-targeting.html","https://www.virustotal.com/gui/file/53e060dbb6507e8e7bc6642db1afe14e91c82083e82cba85e54ed06a9a08485f"
"xll","Executable | Phishing | Double Click","Windows","XLL or Excel Add-In are DLLs (PE files) that are loaded into Excel to add powerful features. Once loaded the DLL code will be executed and may content malicious actions.","Break the link between the file extension and Excel in the registry (ex: open the file with Notepad instead)","https://isc.sans.edu/forums/diary/Downloader+Disguised+as+Excel+AddIn+XLL/28052/","https://bazaar.abuse.ch/sample/f00154ced8148e4866340673268f47b9b41b53925410e6e45ba75140652dfcaf/"
"xlm","Phishing | Double Click | Macros","Windows | Mac","XLM is a Microsoft Macro-Enabled Workbook file. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://www.microsoft.com/security/blog/2021/03/03/xlm-amsi-new-runtime-defense-against-excel-4-0-macro-malware/"
"xls","Phishing | Double Click | Macros","Windows | Mac","XLS is a Microsoft Workbook file. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://www.fortinet.com/blog/threat-research/microsoft-excel-files-increasingly-used-to-spread-malware"
"xlsb","Phishing | Double Click | Macros","Windows | Mac","XLSB or Excel Binary Spreadsheet is an uncompressed binary Excel file. Similarly to XLS files. It can contain malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://malware.news/t/xlsb-analyzing-a-microsoft-excel-binary-spreadsheet/46442 https://www.hornetsecurity.com/en/threat-research/qakbot-distributed-by-xlsb-files/","https://www.joesandbox.com/analysis/445525/0/html"
"xlsm","Phishing | Double Click | Macros","Windows | Mac","XLSM is a Microsoft Macro-Enabled Workbook file. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://www.fortinet.com/blog/threat-research/microsoft-excel-files-increasingly-used-to-spread-malware"
"xlt","Phishing | Double Click | Macros","Windows | Mac","XLT is a Microsoft Workbook template file. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://www.fortinet.com/blog/threat-research/microsoft-excel-files-increasingly-used-to-spread-malware"
"xltm","Phishing | Double Click | Macros","Windows | Mac","XLTM is a Microsoft Macro-Enabled Workbook template file. It can be used to execute malicious macros.","Disable macros via GPO and whitelist the users that are permitted to run macros. For end users turn off macros from Excel's settings.","https://www.fortinet.com/blog/threat-research/microsoft-excel-files-increasingly-used-to-spread-malware"
"xps","Phishing | Double Click","Windows","XPS files are Microsoft's version of PDF files. They are opened by default with Microsoft's XPS Viewer. Attackers have recently been seen delivering malicious XPS files as an alternative to PDF files.","Monitor XPS files that are delivered as email attachments.","https://isc.sans.edu/forums/diary/XPS+Attachment+Used+for+Phishing/23794/ https://infinityns.ca/attacks-evolving-phishing-via-xps-files/","https://www.joesandbox.com/analysis/67065/0/html"
"xsl","Script","Windows","XSL or XML StyleSheet files are styling files but can be dangerous because they allow scripting languages such as JScript to be embedded.","Block the execution of XSL files. Alternatively monitor the execution of XSL files."
"xz","Phishing | File Archiver","Windows | Linux","An XZ file is an archive compressed using XZ compression. A high-ratio compression algorithm based on the LZMA algorithm. It contains one or more files compressed by the xz command-line tool included with XZ Utils. Much like a .ZIP file an XZ file contains files that have been compressed so they can be stored and shared with others more easily. Users often use XZ files to share compressed files over the Internet or via email and on USB drives. Similar to other archive types .xz file types can act as carriers of malicious files.","After validating business usage. Monitor & block the download and execution of .xz archive files on email & web gateways and endpoints . Whitelist as required.","https://twitter.com/malware_traffic/status/965738625404153856?lang=en","https://www.virustotal.com/gui/file/0c7dffe3685b1b50182b3692243caa9f91443b0560dfe5165316632f70d878e2/details"
"z","Phishing | File Archiver","Windows | Linux","Compressed file used to store or "pack" files on Unix-based machines; incorporates a simple compression algorithm that is used to archive files and save disk space; can be decompressed on a Unix system by typing uncompress filename.z where "filename.z" is the name of the file to decompress. Z files have mostly been replaced by GNUzip compression which creates .GZ files. Unix users can use the znew utility to recompress Z files to GZ files. These archive filetypes can be leveraged to distribute malicious files.","After validating business usage. Block the download and execution of Z archive files on email & web gateways or endpoints and whitelist as required.","https://www.trendmicro.com/en_in/research/18/j/same-old-yet-brand-new-new-file-types-emerge-in-malware-spam-attachments.html","a22ede52f14be480dd478fa0aec955b807e4b91a14fbe1b5d46c07bbb5cacccbb - .Z file attachment"
"zip","Phishing | Double Click | File Archiver","Windows | Mac | Linux","ZIP files are archived files having multiple files inside. It also compresses the files inside. It is often used by attackers to deliver malware.","Monitor ZIP files that are delivered as email attachments. Especially if they are encrypted.","https://www.bleepingcomputer.com/news/security/specially-crafted-zip-files-used-to-bypass-secure-email-gateways/","https://www.joesecurity.org/reports/report-affeafe0002e6aa7f0d03822e3c6fca3.html"
